date,basin,daymet_swe,gldas_swe,snodas_swe,uaz_swe
1980-01-01,V541,0.882898330688477,,,
1980-01-02,V541,0.882898330688477,,,
1980-01-03,V541,10.0651950836182,,,
1980-01-04,V541,9.96649360656738,,,
1980-01-05,V541,9.72963809967041,,,
1980-01-06,V541,9.43592548370361,,,
1980-01-07,V541,9.30028629302979,,,
1980-01-08,V541,9.12750911712646,,,
1980-01-09,V541,8.9093189239502,,,
1980-01-10,V541,37.2061958312988,,,
1980-01-11,V541,74.2227401733398,,,
1980-01-12,V541,72.1405410766602,,,
1980-01-13,V541,69.7257537841797,,,
1980-01-14,V541,67.9985885620117,,,
1980-01-15,V541,66.7206039428711,,,
1980-01-16,V541,65.4523620605469,,,
1980-01-17,V541,64.0451354980469,,,
1980-01-18,V541,64.0451354980469,,,
1980-01-19,V541,64.0451354980469,,,
1980-01-20,V541,64.0451354980469,,,
1980-01-21,V541,64.0451354980469,,,
1980-01-22,V541,64.0333099365234,,,
1980-01-23,V541,64.0333099365234,,,
1980-01-24,V541,64.0305404663086,,,
1980-01-25,V541,63.9896011352539,,,
1980-01-26,V541,63.9896011352539,,,
1980-01-27,V541,63.4326400756836,,,
1980-01-28,V541,62.9776039123535,,,
1980-01-29,V541,70.3714904785156,,,
1980-01-30,V541,70.3714904785156,,,
1980-01-31,V541,70.3714904785156,,,
1980-02-01,V541,70.1312408447266,,,
1980-02-02,V541,69.3440475463867,,,
1980-02-03,V541,67.4131393432617,,,
1980-02-04,V541,66.795654296875,,,
1980-02-05,V541,65.5355072021484,,,
1980-02-06,V541,64.9565353393555,,,
1980-02-07,V541,64.9565353393555,,,
1980-02-08,V541,64.9565353393555,,,
1980-02-09,V541,64.9565353393555,,,
1980-02-10,V541,64.9565353393555,,,
1980-02-11,V541,64.9565353393555,,,
1980-02-12,V541,64.9565353393555,,,
1980-02-13,V541,64.9565353393555,,,
1980-02-14,V541,65.3339309692383,,,
1980-02-15,V541,63.6902160644531,,,
1980-02-16,V541,62.0812530517578,,,
1980-02-17,V541,59.9685363769531,,,
1980-02-18,V541,58.355899810791,,,
1980-02-19,V541,57.4264793395996,,,
1980-02-20,V541,76.2243041992188,,,
1980-02-21,V541,78.3512420654297,,,
1980-02-22,V541,79.8029632568359,,,
1980-02-23,V541,79.8029632568359,,,
1980-02-24,V541,79.8029632568359,,,
1980-02-25,V541,79.7861099243164,,,
1980-02-26,V541,79.4561767578125,,,
1980-02-27,V541,78.2592926025391,,,
1980-02-28,V541,77.8662796020508,,,
1980-02-29,V541,77.8662796020508,,,
1980-03-01,V541,77.8662796020508,,,
1980-03-02,V541,77.0180206298828,,,
1980-03-03,V541,77.9039077758789,,,
1980-03-04,V541,93.7574691772461,,,
