date,basin,daymet_swe,gldas_swe,snodas_swe,uaz_swe
1980-01-01,V561,135.509674072266,,,
1980-01-02,V561,135.539352416992,,,
1980-01-03,V561,135.535842895508,,,
1980-01-04,V561,135.528244018555,,,
1980-01-05,V561,135.384552001953,,,
1980-01-06,V561,135.092086791992,,,
1980-01-07,V561,134.888427734375,,,
1980-01-08,V561,145.468902587891,,,
1980-01-09,V561,156.818725585938,,,
1980-01-10,V561,181.227798461914,,,
1980-01-11,V561,208.492691040039,,,
1980-01-12,V561,216.540954589844,,,
1980-01-13,V561,215.104263305664,,,
1980-01-14,V561,226.007507324219,,,
1980-01-15,V561,235.663635253906,,,
1980-01-16,V561,237.866165161133,,,
1980-01-17,V561,245.794555664062,,,
1980-01-18,V561,251.038879394531,,,
1980-01-19,V561,251.038879394531,,,
1980-01-20,V561,251.038879394531,,,
1980-01-21,V561,250.867538452148,,,
1980-01-22,V561,250.734176635742,,,
1980-01-23,V561,250.634185791016,,,
1980-01-24,V561,250.547485351562,,,
1980-01-25,V561,250.071105957031,,,
1980-01-26,V561,250.067337036133,,,
1980-01-27,V561,250.267990112305,,,
1980-01-28,V561,255.954437255859,,,
1980-01-29,V561,255.994644165039,,,
1980-01-30,V561,255.994644165039,,,
1980-01-31,V561,255.994644165039,,,
1980-02-01,V561,255.90299987793,,,
1980-02-02,V561,255.650482177734,,,
1980-02-03,V561,254.681060791016,,,
1980-02-04,V561,253.885208129883,,,
1980-02-05,V561,252.123977661133,,,
1980-02-06,V561,250.799682617188,,,
1980-02-07,V561,250.799682617188,,,
1980-02-08,V561,250.799682617188,,,
1980-02-09,V561,250.799682617188,,,
1980-02-10,V561,250.799682617188,,,
1980-02-11,V561,250.799682617188,,,
1980-02-12,V561,250.799682617188,,,
1980-02-13,V561,255.114501953125,,,
1980-02-14,V561,275.423950195312,,,
1980-02-15,V561,291.495330810547,,,
1980-02-16,V561,323.156555175781,,,
1980-02-17,V561,361.844940185547,,,
1980-02-18,V561,369.247039794922,,,
1980-02-19,V561,391.607299804688,,,
1980-02-20,V561,410.603698730469,,,
1980-02-21,V561,429.881774902344,,,
1980-02-22,V561,441.370697021484,,,
1980-02-23,V561,441.370697021484,,,
1980-02-24,V561,441.34814453125,,,
1980-02-25,V561,441.346618652344,,,
1980-02-26,V561,441.236053466797,,,
1980-02-27,V561,444.361389160156,,,
1980-02-28,V561,448.600982666016,,,
1980-02-29,V561,448.598785400391,,,
1980-03-01,V561,448.475067138672,,,
1980-03-02,V561,458.543273925781,,,
1980-03-03,V561,465.837768554688,,,
1980-03-04,V561,480.692749023438,,,
1980-03-05,V561,503.650970458984,,,
1980-03-06,V561,511.12841796875,,,
1980-03-07,V561,511.12841796875,,,
1980-03-08,V561,511.12841796875,,,
1980-03-09,V561,511.12841796875,,,
1980-03-10,V561,511.12841796875,,,
1980-03-11,V561,513.935974121094,,,
1980-03-12,V561,513.935974121094,,,
1980-03-13,V561,513.935974121094,,,
1980-03-14,V561,514.436157226562,,,
1980-03-15,V561,514.128601074219,,,
1980-03-16,V561,514.128601074219,,,
1980-03-17,V561,514.115844726562,,,
1980-03-18,V561,517.200866699219,,,
1980-03-19,V561,517.909362792969,,,
1980-03-20,V561,517.8857421875,,,
1980-03-21,V561,517.880126953125,,,
1980-03-22,V561,517.878173828125,,,
1980-03-23,V561,518.021179199219,,,
1980-03-24,V561,518.019897460938,,,
1980-03-25,V561,518.019897460938,,,
1980-03-26,V561,518.019897460938,,,
1980-03-27,V561,518.019897460938,,,
1980-03-28,V561,518.019836425781,,,
1980-03-29,V561,517.998107910156,,,
1980-03-30,V561,517.947265625,,,
1980-03-31,V561,517.944396972656,,,
1980-04-01,V561,518.202514648438,,,
1980-04-02,V561,521.518920898438,,,
1980-04-03,V561,521.518920898438,,,
1980-04-04,V561,533.533813476562,,,
1980-04-05,V561,542.500305175781,,,
1980-04-06,V561,542.477416992188,,,
1980-04-07,V561,542.477416992188,,,
1980-04-08,V561,542.287658691406,,,
1980-04-09,V561,541.740112304688,,,
1980-04-10,V561,541.601135253906,,,
1980-04-11,V561,541.427062988281,,,
1980-04-12,V561,541.148010253906,,,
1980-04-13,V561,540.817504882812,,,
1980-04-14,V561,540.417846679688,,,
1980-04-15,V561,540.184875488281,,,
1980-04-16,V561,538.726501464844,,,
1980-04-17,V561,537.383605957031,,,
1980-04-18,V561,535.716613769531,,,
1980-04-19,V561,534.503784179688,,,
1980-04-20,V561,532.775085449219,,,
1980-04-21,V561,537.236694335938,,,
1980-04-22,V561,542.4814453125,,,
1980-04-23,V561,543.707641601562,,,
1980-04-24,V561,543.637145996094,,,
1980-04-25,V561,543.439514160156,,,
1980-04-26,V561,542.99072265625,,,
1980-04-27,V561,542.115539550781,,,
1980-04-28,V561,540.897155761719,,,
1980-04-29,V561,539.2978515625,,,
1980-04-30,V561,539.022033691406,,,
1980-05-01,V561,538.602844238281,,,
1980-05-02,V561,537.784912109375,,,
1980-05-03,V561,536.742736816406,,,
1980-05-04,V561,535.199584960938,,,
1980-05-05,V561,533.380920410156,,,
1980-05-06,V561,531.850036621094,,,
1980-05-07,V561,531.359924316406,,,
1980-05-08,V561,530.612426757812,,,
1980-05-09,V561,533.682739257812,,,
1980-05-10,V561,539.328125,,,
1980-05-11,V561,540.382202148438,,,
1980-05-12,V561,540.355651855469,,,
1980-05-13,V561,541.220825195312,,,
1980-05-14,V561,540.395812988281,,,
1980-05-15,V561,540.103271484375,,,
1980-05-16,V561,539.571655273438,,,
1980-05-17,V561,538.439147949219,,,
1980-05-18,V561,536.956726074219,,,
1980-05-19,V561,534.525817871094,,,
1980-05-20,V561,532.760314941406,,,
1980-05-21,V561,529.191711425781,,,
1980-05-22,V561,526.093383789062,,,
1980-05-23,V561,525.556091308594,,,
1980-05-24,V561,525.549194335938,,,
