date,basin,daymet_swe,gldas_swe,snodas_swe,uaz_swe
1980-01-01,V617,78.120979309082,,,
1980-01-02,V617,76.9945602416992,,,
1980-01-03,V617,81.4308776855469,,,
1980-01-04,V617,87.1088943481445,,,
1980-01-05,V617,100.64811706543,,,
1980-01-06,V617,104.088325500488,,,
1980-01-07,V617,106.546241760254,,,
1980-01-08,V617,110.082954406738,,,
1980-01-09,V617,119.303077697754,,,
1980-01-10,V617,125.778709411621,,,
1980-01-11,V617,125.778709411621,,,
1980-01-12,V617,136.658248901367,,,
1980-01-13,V617,141.051651000977,,,
1980-01-14,V617,138.587814331055,,,
1980-01-15,V617,137.96467590332,,,
1980-01-16,V617,137.96467590332,,,
1980-01-17,V617,137.851974487305,,,
1980-01-18,V617,137.851974487305,,,
1980-01-19,V617,137.851974487305,,,
1980-01-20,V617,137.851974487305,,,
1980-01-21,V617,137.851974487305,,,
1980-01-22,V617,137.851974487305,,,
1980-01-23,V617,137.851974487305,,,
1980-01-24,V617,137.777374267578,,,
1980-01-25,V617,137.777374267578,,,
1980-01-26,V617,137.777374267578,,,
1980-01-27,V617,137.777374267578,,,
1980-01-28,V617,137.777374267578,,,
1980-01-29,V617,137.777374267578,,,
1980-01-30,V617,137.777374267578,,,
1980-01-31,V617,137.777374267578,,,
1980-02-01,V617,137.777374267578,,,
1980-02-02,V617,137.419921875,,,
1980-02-03,V617,134.968154907227,,,
1980-02-04,V617,133.912551879883,,,
1980-02-05,V617,133.912551879883,,,
1980-02-06,V617,135.151138305664,,,
1980-02-07,V617,135.265609741211,,,
1980-02-08,V617,134.419448852539,,,
1980-02-09,V617,134.324478149414,,,
1980-02-10,V617,134.324478149414,,,
1980-02-11,V617,134.324478149414,,,
1980-02-12,V617,142.132293701172,,,
1980-02-13,V617,148.848327636719,,,
1980-02-14,V617,153.943008422852,,,
1980-02-15,V617,153.943008422852,,,
1980-02-16,V617,153.943008422852,,,
1980-02-17,V617,153.943008422852,,,
1980-02-18,V617,152.960708618164,,,
1980-02-19,V617,150.515853881836,,,
1980-02-20,V617,148.872451782227,,,
1980-02-21,V617,148.676818847656,,,
1980-02-22,V617,148.5439453125,,,
1980-02-23,V617,148.5439453125,,,
1980-02-24,V617,148.5439453125,,,
1980-02-25,V617,148.5439453125,,,
1980-02-26,V617,147.067031860352,,,
1980-02-27,V617,144.398223876953,,,
1980-02-28,V617,143.285507202148,,,
1980-02-29,V617,143.978256225586,,,
1980-03-01,V617,143.978256225586,,,
1980-03-02,V617,143.699096679688,,,
1980-03-03,V617,146.803573608398,,,
1980-03-04,V617,159.057083129883,,,
1980-03-05,V617,164.236602783203,,,
1980-03-06,V617,164.236602783203,,,
1980-03-07,V617,164.236602783203,,,
1980-03-08,V617,167.230987548828,,,
1980-03-09,V617,167.274749755859,,,
1980-03-10,V617,166.670440673828,,,
1980-03-11,V617,165.076416015625,,,
1980-03-12,V617,168.265396118164,,,
1980-03-13,V617,174.669235229492,,,
1980-03-14,V617,182.32600402832,,,
1980-03-15,V617,190.557662963867,,,
1980-03-16,V617,190.557662963867,,,
1980-03-17,V617,190.557662963867,,,
1980-03-18,V617,191.508422851562,,,
1980-03-19,V617,194.348861694336,,,
1980-03-20,V617,194.348861694336,,,
1980-03-21,V617,194.308532714844,,,
1980-03-22,V617,194.3076171875,,,
1980-03-23,V617,194.035583496094,,,
1980-03-24,V617,194.035583496094,,,
1980-03-25,V617,194.035583496094,,,
1980-03-26,V617,194.035583496094,,,
1980-03-27,V617,194.033538818359,,,
1980-03-28,V617,194.033386230469,,,
1980-03-29,V617,191.642807006836,,,
1980-03-30,V617,199.734069824219,,,
1980-03-31,V617,199.734069824219,,,
1980-04-01,V617,199.734069824219,,,
1980-04-02,V617,199.734069824219,,,
1980-04-03,V617,199.734069824219,,,
1980-04-04,V617,199.734069824219,,,
1980-04-05,V617,199.732528686523,,,
1980-04-06,V617,201.553283691406,,,
1980-04-07,V617,201.397430419922,,,
1980-04-08,V617,201.397430419922,,,
1980-04-09,V617,201.275650024414,,,
1980-04-10,V617,204.071746826172,,,
1980-04-11,V617,204.046615600586,,,
1980-04-12,V617,204.043594360352,,,
1980-04-13,V617,203.746978759766,,,
