date,basin,daymet_swe,gldas_swe,snodas_swe,uaz_swe
1980-01-01,V325,0.0,,,
1980-01-02,V325,0.0,,,
1980-01-03,V325,0.0,,,
1980-01-04,V325,0.0,,,
1980-01-05,V325,0.0,,,
1980-01-06,V325,0.0,,,
1980-01-07,V325,0.0,,,
1980-01-08,V325,0.0,,,
1980-01-09,V325,0.0,,,
1980-01-10,V325,0.0,,,
1980-01-11,V325,0.0,,,
1980-01-12,V325,0.0,,,
1980-01-13,V325,0.0,,,
1980-01-14,V325,0.0,,,
1980-01-15,V325,0.0,,,
1980-01-16,V325,0.0,,,
1980-01-17,V325,0.0,,,
1980-01-18,V325,0.0,,,
1980-01-19,V325,0.0,,,
1980-01-20,V325,0.0,,,
1980-01-21,V325,0.0,,,
1980-01-22,V325,0.0,,,
1980-01-23,V325,0.0,,,
1980-01-24,V325,0.0,,,
1980-01-25,V325,0.0,,,
1980-01-26,V325,0.0,,,
1980-01-27,V325,0.0,,,
1980-01-28,V325,0.0,,,
1980-01-29,V325,0.0,,,
1980-01-30,V325,6.80391788482666,,,
1980-01-31,V325,9.91054534912109,,,
1980-02-01,V325,9.91054534912109,,,
1980-02-02,V325,9.91054534912109,,,
1980-02-03,V325,9.91054534912109,,,
1980-02-04,V325,9.91054534912109,,,
1980-02-05,V325,12.9021797180176,,,
1980-02-06,V325,12.934061050415,,,
1980-02-07,V325,12.934061050415,,,
1980-02-08,V325,12.9625244140625,,,
1980-02-09,V325,12.9789552688599,,,
1980-02-10,V325,12.9789552688599,,,
1980-02-11,V325,12.9789552688599,,,
1980-02-12,V325,12.9789552688599,,,
1980-02-13,V325,12.9789552688599,,,
1980-02-14,V325,12.9789552688599,,,
1980-02-15,V325,10.8355989456177,,,
1980-02-16,V325,17.3403034210205,,,
1980-02-17,V325,17.3403034210205,,,
1980-02-18,V325,17.3403034210205,,,
1980-02-19,V325,16.4578247070312,,,
1980-02-20,V325,13.4233322143555,,,
1980-02-21,V325,9.93708896636963,,,
1980-02-22,V325,5.71224594116211,,,
1980-02-23,V325,2.76522970199585,,,
1980-02-24,V325,0.979816973209381,,,
1980-02-25,V325,0.679696142673492,,,
1980-02-26,V325,4.21804285049438,,,
1980-02-27,V325,4.21804285049438,,,
1980-02-28,V325,3.07092452049255,,,
1980-02-29,V325,3.07092452049255,,,
1980-03-01,V325,10.0140447616577,,,
1980-03-02,V325,10.0140447616577,,,
1980-03-03,V325,10.0140447616577,,,
1980-03-04,V325,9.25979518890381,,,
1980-03-05,V325,8.26677513122559,,,
1980-03-06,V325,8.26677513122559,,,
1980-03-07,V325,6.58318519592285,,,
1980-03-08,V325,3.32315921783447,,,
1980-03-09,V325,2.69176936149597,,,
1980-03-10,V325,0.408222496509552,,,
1980-03-11,V325,0.408222496509552,,,
1980-03-12,V325,0.0306530557572842,,,
1980-03-13,V325,0.0139614325016737,,,
1980-03-14,V325,0.0063350382260978,,,
1980-03-15,V325,0.0,,,
1980-03-16,V325,0.0,,,
1980-03-17,V325,0.0,,,
1980-03-18,V325,0.0,,,
1980-03-19,V325,0.0,,,
1980-03-20,V325,0.0,,,
1980-03-21,V325,0.0,,,
1980-03-22,V325,0.0,,,
