date,basin,daymet_swe,gldas_swe,snodas_swe,uaz_swe
1980-01-01,V631,15.0529975891113,,,
1980-01-02,V631,15.0529975891113,,,
1980-01-03,V631,14.9640846252441,,,
1980-01-04,V631,14.9640846252441,,,
1980-01-05,V631,14.3991737365723,,,
1980-01-06,V631,14.3991737365723,,,
1980-01-07,V631,20.1376934051514,,,
1980-01-08,V631,20.2716636657715,,,
1980-01-09,V631,24.2907562255859,,,
1980-01-10,V631,30.578592300415,,,
1980-01-11,V631,41.1547088623047,,,
1980-01-12,V631,43.7911109924316,,,
1980-01-13,V631,41.4822273254395,,,
1980-01-14,V631,39.6528091430664,,,
1980-01-15,V631,38.5983200073242,,,
1980-01-16,V631,44.4777908325195,,,
1980-01-17,V631,43.2210273742676,,,
1980-01-18,V631,43.2210273742676,,,
1980-01-19,V631,43.2210273742676,,,
1980-01-20,V631,43.2210273742676,,,
1980-01-21,V631,43.2210273742676,,,
1980-01-22,V631,43.2210273742676,,,
1980-01-23,V631,43.2210273742676,,,
1980-01-24,V631,43.2210273742676,,,
1980-01-25,V631,43.2210273742676,,,
1980-01-26,V631,43.2210273742676,,,
1980-01-27,V631,43.2210273742676,,,
1980-01-28,V631,43.2210273742676,,,
1980-01-29,V631,43.2210273742676,,,
1980-01-30,V631,43.2210273742676,,,
1980-01-31,V631,43.2210273742676,,,
1980-02-01,V631,43.2210273742676,,,
1980-02-02,V631,43.2210273742676,,,
1980-02-03,V631,41.9353179931641,,,
1980-02-04,V631,41.6799545288086,,,
1980-02-05,V631,41.6799545288086,,,
1980-02-06,V631,43.0873756408691,,,
1980-02-07,V631,42.8992614746094,,,
1980-02-08,V631,42.8992614746094,,,
1980-02-09,V631,42.8992614746094,,,
1980-02-10,V631,42.8992614746094,,,
1980-02-11,V631,42.8992614746094,,,
1980-02-12,V631,42.8992614746094,,,
1980-02-13,V631,42.8760986328125,,,
1980-02-14,V631,43.6956825256348,,,
1980-02-15,V631,42.3724784851074,,,
1980-02-16,V631,41.6362495422363,,,
1980-02-17,V631,40.4680595397949,,,
1980-02-18,V631,38.6681137084961,,,
1980-02-19,V631,38.2193603515625,,,
1980-02-20,V631,37.5539207458496,,,
1980-02-21,V631,43.9871444702148,,,
1980-02-22,V631,48.7202835083008,,,
1980-02-23,V631,50.6019439697266,,,
1980-02-24,V631,50.6019439697266,,,
1980-02-25,V631,50.3860473632812,,,
1980-02-26,V631,50.0331993103027,,,
1980-02-27,V631,49.7834548950195,,,
1980-02-28,V631,49.252799987793,,,
