date,basin,daymet_swe,gldas_swe,snodas_swe,uaz_swe
1980-01-01,V531,0.0,,,
1980-01-02,V531,0.0,,,
1980-01-03,V531,0.0,,,
1980-01-04,V531,0.0,,,
1980-01-05,V531,0.0,,,
1980-01-06,V531,0.0,,,
1980-01-07,V531,0.0,,,
1980-01-08,V531,0.0,,,
1980-01-09,V531,0.0,,,
1980-01-10,V531,18.6421222686768,,,
1980-01-11,V531,33.6659049987793,,,
1980-01-12,V531,43.9724960327148,,,
1980-01-13,V531,41.4066276550293,,,
1980-01-14,V531,45.2174491882324,,,
1980-01-15,V531,44.4884071350098,,,
1980-01-16,V531,43.838062286377,,,
1980-01-17,V531,43.4666938781738,,,
1980-01-18,V531,56.6042747497559,,,
1980-01-19,V531,56.6042747497559,,,
1980-01-20,V531,56.6042747497559,,,
1980-01-21,V531,56.6042747497559,,,
1980-01-22,V531,56.6042747497559,,,
1980-01-23,V531,56.6042747497559,,,
1980-01-24,V531,56.6042747497559,,,
1980-01-25,V531,56.6020431518555,,,
1980-01-26,V531,56.4821319580078,,,
1980-01-27,V531,65.54296875,,,
1980-01-28,V531,76.4225540161133,,,
1980-01-29,V531,76.4225540161133,,,
1980-01-30,V531,76.4225540161133,,,
1980-01-31,V531,76.4225540161133,,,
1980-02-01,V531,76.4225540161133,,,
1980-02-02,V531,76.4225540161133,,,
1980-02-03,V531,75.8330535888672,,,
1980-02-04,V531,75.3422241210938,,,
1980-02-05,V531,75.3206634521484,,,
1980-02-06,V531,74.8339385986328,,,
1980-02-07,V531,74.8339385986328,,,
1980-02-08,V531,74.8339385986328,,,
1980-02-09,V531,74.8339385986328,,,
1980-02-10,V531,74.8339385986328,,,
1980-02-11,V531,74.8339385986328,,,
1980-02-12,V531,74.8339385986328,,,
1980-02-13,V531,73.646858215332,,,
1980-02-14,V531,71.8036499023438,,,
1980-02-15,V531,69.9767608642578,,,
1980-02-16,V531,68.9361419677734,,,
1980-02-17,V531,67.2390441894531,,,
1980-02-18,V531,67.1932220458984,,,
1980-02-19,V531,68.1837921142578,,,
1980-02-20,V531,73.354377746582,,,
1980-02-21,V531,74.3581695556641,,,
1980-02-22,V531,74.3581695556641,,,
1980-02-23,V531,74.3581695556641,,,
1980-02-24,V531,74.3581695556641,,,
1980-02-25,V531,74.3581695556641,,,
1980-02-26,V531,73.6309814453125,,,
1980-02-27,V531,71.8178176879883,,,
1980-02-28,V531,71.4769897460938,,,
1980-02-29,V531,71.4669036865234,,,
1980-03-01,V531,71.4669036865234,,,
1980-03-02,V531,69.6222991943359,,,
1980-03-03,V531,71.1437454223633,,,
1980-03-04,V531,70.7926788330078,,,
1980-03-05,V531,82.350341796875,,,
1980-03-06,V531,89.5907287597656,,,
1980-03-07,V531,90.6422805786133,,,
1980-03-08,V531,90.6422805786133,,,
1980-03-09,V531,90.6422805786133,,,
1980-03-10,V531,90.6422805786133,,,
1980-03-11,V531,92.159294128418,,,
1980-03-12,V531,92.159294128418,,,
1980-03-13,V531,92.159294128418,,,
1980-03-14,V531,89.5676574707031,,,
1980-03-15,V531,89.5673904418945,,,
1980-03-16,V531,89.5673904418945,,,
1980-03-17,V531,89.5673904418945,,,
1980-03-18,V531,89.5673904418945,,,
1980-03-19,V531,89.5673904418945,,,
1980-03-20,V531,94.6581344604492,,,
1980-03-21,V531,96.9838409423828,,,
1980-03-22,V531,96.9838409423828,,,
1980-03-23,V531,96.9154357910156,,,
1980-03-24,V531,107.318603515625,,,
1980-03-25,V531,107.318603515625,,,
1980-03-26,V531,107.318603515625,,,
1980-03-27,V531,107.318603515625,,,
1980-03-28,V531,107.318603515625,,,
1980-03-29,V531,107.318603515625,,,
1980-03-30,V531,107.318603515625,,,
1980-03-31,V531,107.318603515625,,,
1980-04-01,V531,113.484321594238,,,
1980-04-02,V531,118.166595458984,,,
1980-04-03,V531,118.166595458984,,,
1980-04-04,V531,117.063850402832,,,
1980-04-05,V531,115.942108154297,,,
1980-04-06,V531,115.285148620605,,,
1980-04-07,V531,115.285148620605,,,
1980-04-08,V531,114.676460266113,,,
1980-04-09,V531,114.676139831543,,,
1980-04-10,V531,114.676139831543,,,
1980-04-11,V531,114.670425415039,,,
1980-04-12,V531,114.161888122559,,,
1980-04-13,V531,113.163833618164,,,
1980-04-14,V531,112.174430847168,,,
1980-04-15,V531,110.235511779785,,,
1980-04-16,V531,108.125190734863,,,
1980-04-17,V531,105.361671447754,,,
1980-04-18,V531,101.584136962891,,,
1980-04-19,V531,97.1618270874023,,,
1980-04-20,V531,92.5612335205078,,,
1980-04-21,V531,89.8512115478516,,,
1980-04-22,V531,87.6271743774414,,,
1980-04-23,V531,87.1262130737305,,,
1980-04-24,V531,85.7291488647461,,,
1980-04-25,V531,83.4336624145508,,,
1980-04-26,V531,81.6400299072266,,,
1980-04-27,V531,78.2210922241211,,,
1980-04-28,V531,75.0595397949219,,,
1980-04-29,V531,72.9144973754883,,,
1980-04-30,V531,71.4518661499023,,,
1980-05-01,V531,69.0341644287109,,,
1980-05-02,V531,67.6801147460938,,,
1980-05-03,V531,65.5854721069336,,,
1980-05-04,V531,62.4896354675293,,,
1980-05-05,V531,60.4025650024414,,,
1980-05-06,V531,59.6547088623047,,,
1980-05-07,V531,60.2128601074219,,,
1980-05-08,V531,58.6776542663574,,,
1980-05-09,V531,64.1334533691406,,,
1980-05-10,V531,71.987434387207,,,
1980-05-11,V531,79.6871795654297,,,
1980-05-12,V531,83.0348663330078,,,
1980-05-13,V531,82.9106063842773,,,
1980-05-14,V531,84.5583724975586,,,
1980-05-15,V531,85.094108581543,,,
1980-05-16,V531,83.840461730957,,,
1980-05-17,V531,82.7884979248047,,,
1980-05-18,V531,80.8193740844727,,,
1980-05-19,V531,78.0209274291992,,,
1980-05-20,V531,74.998291015625,,,
1980-05-21,V531,70.0352249145508,,,
1980-05-22,V531,65.7216262817383,,,
1980-05-23,V531,68.2090148925781,,,
1980-05-24,V531,70.506233215332,,,
1980-05-25,V531,70.5054702758789,,,
1980-05-26,V531,70.2021560668945,,,
1980-05-27,V531,69.1405868530273,,,
1980-05-28,V531,67.6810302734375,,,
1980-05-29,V531,65.8137817382812,,,
1980-05-30,V531,64.2537078857422,,,
1980-05-31,V531,63.7911834716797,,,
1980-06-01,V531,62.679573059082,,,
1980-06-02,V531,62.1797103881836,,,
1980-06-03,V531,61.5840225219727,,,
1980-06-04,V531,60.6398887634277,,,
1980-06-05,V531,59.4074821472168,,,
1980-06-06,V531,59.082820892334,,,
1980-06-07,V531,57.4620628356934,,,
1980-06-08,V531,55.1935539245605,,,
1980-06-09,V531,52.698974609375,,,
1980-06-10,V531,50.101261138916,,,
1980-06-11,V531,47.9738426208496,,,
1980-06-12,V531,46.2702484130859,,,
1980-06-13,V531,45.5245018005371,,,
1980-06-14,V531,44.2012100219727,,,
1980-06-15,V531,43.4314804077148,,,
1980-06-16,V531,42.2067947387695,,,
1980-06-17,V531,40.4611358642578,,,
1980-06-18,V531,38.7224540710449,,,
1980-06-19,V531,36.3539581298828,,,
1980-06-20,V531,33.912899017334,,,
1980-06-21,V531,31.3546886444092,,,
1980-06-22,V531,29.0136833190918,,,
1980-06-23,V531,27.861213684082,,,
1980-06-24,V531,27.0523376464844,,,
